,year,ranking,gross_Mil,name,avg_tick_price,avg_tick,total_tick,avg_gross,cities,shows,agency,genre
258,2019,58,22.3,Eagles,366.15,15193,60771,5562797,2.0,4.0,Creative Artists Agency,Rock
259,2019,59,22.2,Pentatonix,56.65,6430,392243,364250,54.0,61.0,Creative Artists Agency,Pop
260,2019,60,21.6,Jason Aldean,69.17,16416,311905,1135444,17.0,19.0,WME,Country
261,2019,61,21.3,Panic! At The Disco,59.62,12755,357132,760455,28.0,28.0,Creative Artists Agency,Unknown
262,2019,62,20.6,Bruno Mars,235.55,6731,87503,1585494,4.0,13.0,WME,Pop/Rock
263,2019,63,20.1,Guns IN’ Roses,122.59,14936,164294,1831051,10.0,11.0,United Talent Agency,Unknown
264,2019,64,20.1,Jeff Lynne’s EL0,104.2,11343,192837,1181936,17.0,17.0,Creative Artists Agency,Unknown
265,2019,65,19.6,Train / Goo Goo Dolls,38.44,11578,509900,445098,44.0,44.0,WME,Unknown
266,2019,66,19.3,Phil Collins,144.69,13348,133481,1931369,9.0,10.0,Solo Agency,Unknown
267,2019,67,19.3,Blake Sheldon,89.98,10705,214106,963215,19.0,20.0,Paradigm Talent Agency,Unknown
268,2019,68,19.2,Kenny Chesney,91.19,10040,210836,915530,19.0,21.0,Paradigm Talent Agency,Country
269,2019,69,18.9,Shinedown,50.6,5253,372965,265787,66.0,71.0,WME,Rock
270,2019,70,18.7,Def Leppard,115.73,7019,161427,812275,13.0,23.0,Artist Group International,British Invasion
271,2019,71,18.6,Chris Brown,83.32,9725,223669,810245,23.0,23.0,Chris Brown Entertainment,Pop
272,2019,72,18.4,Pepe Aguilar,83.96,7543,218740,633286,29.0,29.0,M&M Group,Regional Mexicano
273,2019,73,18.1,Muse,66.01,13722,274444,905859,19.0,20.0,United Talent Agency,Rock
274,2019,74,18.1,The Avett Brothers,58.79,5213,307546,306449,50.0,59.0,New Frontier Touring,Rock
275,2019,75,18.1,Banda Sinaloense IyIS de Seigio Lizarraga,73.15,7016,245544,513175,27.0,35.0,Banda MS,Unknown
276,2019,76,17.5,Kelly Clarkson,62.93,9941,278342,625603,27.0,28.0,Creative Artists Agency,Pop
277,2019,77,16.3,Madonna,277.28,1630,58696,452097,6.0,36.0,Live Nation Global Touring,Pop
278,2019,78,15.9,Gwen Stefani,139.94,3447,113743,482348,13.0,33.0,WME,Pop
279,2019,79,15.8,ZZ Top,59.84,4412,264708,263987,52.0,60.0,Creative Artists Agency,Rock
280,2019,80,15.7,Lionel Richie,98.64,6120,159118,603639,23.0,26.0,Creative Artists Agency,Alternative
281,2019,81,15.7,MercyMe,45.16,6191,346700,279579,56.0,56.0,WME,Unknown
282,2019,82,15.4,Jeff Dunham,50.64,4618,304783,233833,65.0,66.0,United Talent Agency,Unknown
283,2019,83,15.4,Disturbed,58.82,7060,261238,415273,37.0,37.0,Creative Artists Agency,Metal
284,2019,84,15.1,Wisin & Yandel,65.86,9573,229753,630471,17.0,24.0,The Relentless Agency,Unknown
285,2019,85,14.6,Janet Jackson,163.18,4707,89426,768036,7.0,19.0,Paradigm Talent Agency,R&B/Soul
286,2019,86,14.5,The Black Keys,102.05,8900,142407,908265,16.0,16.0,Paradigm Talent Agency,Alternative
287,2019,87,14.5,Breaking Benjamin,35.3,8528,409349,301076,48.0,48.0,Creative Artists Agency,Rock
288,2019,88,14.4,Bryan Adams,54.67,6580,263187,359679,40.0,40.0,Creative Artists Agency,Unknown
289,2019,89,14.3,Mana,118.3,13420,120784,1587698,7.0,9.0,Angelo Medina Group,Unknown
290,2019,90,13.7,Trevor Noah,60.97,4317,224473,263207,35.0,52.0,Creative Artists Agency,Unknown
291,2019,91,13.6,Vampire Weekend,58.01,6007,234287,348495,36.0,39.0,WME,Indie Rock
292,2019,92,13.5,Marco Antonio Solis,89.12,10144,152156,904015,15.0,15.0,Habari Inc.,Unknown
293,2019,93,13.3,Brad Paisley,38.05,11248,348697,427945,31.0,31.0,WME,Country
294,2019,94,13.0,Jimmy Buffett,99.23,10919,131033,1083554,12.0,12.0,The Howard Rose Agency,Classic Rock
295,2019,95,12.7,The Who,108.12,11825,118248,1278499,10.0,10.0,International Talent Booking,Alternative
296,2019,96,11.9,Kacey Musgraves,53.61,3896,222096,208878,48.0,57.0,Paradigm Talent Agency,Country
297,2019,97,11.9,Gabriel lglesias,57.08,3208,208507,183086,53.0,65.0,Creative Artists Agency,Unknown
298,2019,98,11.9,Chris Young,37.19,9385,319104,349081,34.0,34.0,WME,Contemporary Country
299,2019,99,11.7,Alabama,72.46,7013,161300,508195,23.0,23.0,Creative Artists Agency,Country
300,2019,100,11.4,Donny & Marie Osmond,106.73,763,106847,81456,32.0,140.0,Greg Young,Unknown
301,2019,101,11.4,Alan Jackson,71.76,8795,158312,631132,18.0,18.0,WME,Country
302,2019,102,11.2,Hillsong United,37.17,7333,300634,272582,39.0,41.0,Premier Productions,Inspirational
303,2019,103,11.0,Old Dominion,48.85,4707,225940,229931,48.0,48.0,Paradigm Talent Agency,Country
304,2019,104,10.8,James Taylor,90.6,7913,118699,716917,15.0,15.0,Creative Artists Agency,Rock
305,2019,105,10.7,Lizzo,45.03,3777,237934,170052,48.0,63.0,WME,Unknown
306,2019,106,10.7,Anuel AA,72.19,6444,148218,465181,22.0,23.0,MN2S,Unknown
307,2019,107,10.6,For King & Country,36.51,4100,291065,149675,71.0,71.0,Jeff Roberts & Associates,Unknown
308,2019,108,10.5,Romeo Santos,132.07,26538,79615,3504830,2.0,3.0,Johnny Marines Enterprises,Latin
309,2019,109,10.4,Bon lver,60.37,5939,172229,358532,26.0,29.0,WME,Unknown
310,2019,110,10.1,Van Morrison,160.35,3949,63182,633202,7.0,16.0,Paradigm Talent Agency,Rock
311,2019,111,10.0,Lynyrd Skynyrd,67.29,7417,148346,499147,20.0,20.0,WME,Southern Rock
312,2019,112,9.6,Mannheim Steamroller,62.83,1827,153431,114766,74.0,84.0,WME,Pop
313,2019,113,9.6,Greta Van Fleet,48.79,5171,196481,252293,28.0,38.0,WME,Unknown
314,2019,114,9.5,Hazier,47.1,3266,202520,153845,60.0,62.0,WME,Unknown
315,2019,115,9.4,Mariah Carey,131.01,3276,72071,429188,19.0,22.0,Creative Artists Agency,Pop
316,2019,116,9.4,Anderson .Paak,52.47,5127,179448,269015,35.0,35.0,Creative Artists Agency,Unknown
317,2019,117,9.4,Gloria Trevi,49.03,6396,191872,313613,26.0,30.0,The Sixth House,World/International
318,2019,118,9.4,Casting Crowns,39.96,3789,234904,151398,62.0,62.0,Jeff Roberts & Associates,Christian & Gospel
319,2019,119,9.3,Lauren Daigle,50.56,3696,184795,186870,48.0,50.0,WME,Unknown
320,2019,120,9.2,Weezer / Pixies,52.87,7912,174058,418295,22.0,22.0,WME,Unknown
321,2019,121,9.2,“Hits Deep Tour” / TobyMac,36.24,6857,253715,248503,34.0,37.0,Creative Artists Agency,Unknown
322,2019,122,9.1,Jim Gaffigan,60.15,3235,152036,194585,24.0,47.0,United Talent Agency,Unknown
323,2019,123,9.1,The Chainsmokers,60.22,8911,151488,536610,17.0,17.0,Creative Artists Agency,House
324,2019,124,8.9,Alejandro Sanz,76.57,6437,115873,492888,18.0,18.0,OCESA Seitrack,World/International
325,2019,125,8.8,Florence + The Machine,61.46,8435,143394,518431,15.0,17.0,WME,Alternative
326,2019,126,8.6,Roger Waters,101.8,12110,84773,1232823,3.0,7.0,Sensible Events,Unknown
327,2019,127,8.5,Ron White,56.73,1553,150664,88120,81.0,97.0,Creative Artists Agency,Unknown
328,2019,128,8.5,Chris Tomlin,37.95,3714,222824,140948,56.0,60.0,Creative Artists Agency,Praise & Worship
329,2019,129,8.4,The Tenderloins,63.67,5103,132677,324931,22.0,26.0,United Talent Agency,Unknown
330,2019,130,8.3,J Balvin,66.57,7777,124433,517726,16.0,16.0,WME,Unknown
331,2019,131,8.2,Childish Gambino,86.01,11980,95843,1030452,7.0,8.0,WME,Hip-Hop
332,2019,132,7.9,Derek Hough,68.1,2160,116654,147119,54.0,54.0,United Talent Agency,Unknown
333,2019,133,7.8,Chicago,76.29,2506,102744,191167,34.0,41.0,Creative Artists Agency,Pop/Rock
334,2019,134,7.8,Sarah Brightman,82.44,2766,94059,228052,34.0,34.0,Creative Artists Agency,Pop
335,2019,135,7.7,Christina Aguilera,145.63,3297,52744,480077,7.0,16.0,Creative Artists Agency,Pop
336,2019,136,7.6,Frankie Valli And The Four Seasons,76.72,2240,98575,171888,36.0,44.0,APA,Unknown
337,2019,137,7.6,Barry Manilow,85.73,1470,88177,125994,18.0,60.0,WME,Adult Contemporary
338,2019,138,7.5,2Cellos,57.4,4335,130045,248814,27.0,30.0,Creative Artists Agency,Rock
339,2019,139,7.4,Willie Nelson,79.02,3107,93220,245527,25.0,30.0,Creative Artists Agency,Country
340,2019,140,7.2,Ringo Starr & His All Starr Band,67.99,4828,106211,328245,19.0,22.0,Powerline Entertainment,Unknown
341,2019,141,7.0,Journey,139.37,4584,50429,638916,2.0,11.0,Creative Artists Agency,Rock
342,2019,142,7.0,"Tyler, The Creator",51.92,7923,134691,411350,16.0,17.0,WME,Hip-Hop/Rap
343,2019,143,6.9,Brandi Carlile,60.8,4036,113015,245422,19.0,28.0,Paradigm Talent Agency,Singer/Songwriter
344,2019,144,6.7,Casting Crowns / Hillsong Worship,44.2,11694,152027,516877,13.0,13.0,Jeff Roberts & Ass. / Premier Prod.,Unknown
345,2019,145,6.7,Joe Bonamassa,120.02,2326,55817,279126,18.0,24.0,J & R Adventures,Blues-Rock
346,2019,146,6.6,Rain - A Tribute To The Beatles,51.64,1498,127318,77355,65.0,85.0,WME,Unknown
347,2019,147,6.5,John Crist,37.39,1442,174528,53928,87.0,121.0,United Talent Agency,Unknown
348,2019,148,6.5,The 1975,47.56,6500,136510,309140,19.0,21.0,Paradigm Talent Agency,Indie Rock
349,2019,149,6.5,Godsmack,52.66,5850,122856,308054,21.0,21.0,WME,Hard Rock
350,2019,150,6.4,Diana Ross,118.78,1808,54226,214695,13.0,30.0,Creative Artists Agency,R&B/Soul
351,2019,151,6.4,Manâ,127.7,12600,50401,1609096,4.0,4.0,Angelo Medina Group,Unknown
352,2019,152,6.2,“Springsteen 0n Broadway”,506.39,948,12324,480055,3.0,13.0,Thrill Hill Productions,Unknown
353,2019,153,6.2,Cody Johnson,32.39,2973,190242,96285,63.0,64.0,Red 11 Music,Unknown
354,2019,154,6.1,Dierks Bentley,51.37,7459,119349,383177,16.0,16.0,WME,Country
355,2019,155,6.1,Heart,61.28,9002,99018,551611,11.0,11.0,Creative Artists Agency,Rock
356,2019,156,6.0,Juan Luis Guerra,116.0,7435,52042,862417,7.0,7.0,Sony Music,Unknown
357,2019,157,6.0,Tedeschi Trucks Band,65.94,3048,91447,200988,17.0,30.0,Entourage Talent Assoc.,Unknown
358,2019,158,6.0,Anita Baker,114.51,3490,52346,399612,7.0,15.0,Creative Artists Agency,Soul
359,2019,159,5.9,“Winter Jam” / Newsboys,21.52,6373,274023,137170,43.0,43.0,Premier Productions,Unknown
360,2019,160,5.9,Meek Mill,54.64,5112,107349,279333,20.0,21.0,Celebrity Talent Agency,Hip-Hop
361,2019,161,5.9,Santana,74.58,7035,77383,524652,11.0,11.0,Creative Artists Agency,Rock
362,2019,162,5.8,“90’s Pop Tour” / 0V7,36.43,17515,157637,638149,9.0,9.0,B0B0,Unknown
363,2019,163,5.7,Death Cab For Cutie,49.55,2899,113049,143621,37.0,39.0,Paradigm Talent Agency,Unknown
364,2019,164,5.6,Il Divo,82.87,1873,67434,155236,36.0,36.0,JEP Entertainment Group,Easy Listening/Vocal
365,2019,165,5.6,Tame lmpala,46.46,7022,119373,326207,13.0,17.0,Creative Artists Agency,Unknown
366,2019,166,5.5,Roberto Carlos,108.97,4595,50545,500718,11.0,11.0,DC Set Group,Latin
367,2019,167,5.5,Mary J. Blige,77.41,7096,70958,549288,10.0,10.0,APA,R&B/Soul
368,2019,168,5.5,Widespread Panic,73.14,3413,75087,249633,10.0,22.0,Progressive Global Agency,Rock
369,2019,169,5.5,The Piano Guys,63.26,2476,86676,156661,34.0,35.0,ICM Partners,Unknown
370,2019,170,5.4,Why Don’t We,48.67,3973,111257,193395,28.0,28.0,Paradigm Talent Agency,Unknown
371,2019,171,5.2,Billie Eilish,65.25,8923,80310,582261,9.0,9.0,Paradigm Talent Agency,Unknown
372,2019,172,5.2,Bert Kreischer,47.08,1634,111100,76914,43.0,68.0,United Talent Agency,Unknown
373,2019,173,5.1,Peter Frampton,73.65,5818,69818,428528,12.0,12.0,WME,Unknown
374,2019,174,5.1,The Temptations / The Four Tops,62.08,1859,81783,115383,44.0,44.0,ICM Partners,Unknown
375,2019,175,5.0,Cody Jinks,55.12,2408,91522,132766,34.0,38.0,True Grit Talent Agency,Unknown
376,2019,176,5.0,Mark Knopfler,98.9,4613,50738,456162,10.0,11.0,WME,Unknown
377,2019,177,5.0,Arijit Singh,98.35,6366,50925,626084,8.0,8.0,Tarsame Mittal Talent Management,Unknown
378,2019,178,4.9,Eric Clayton,188.29,13084,26168,2463644,2.0,2.0,Creative Artists Agency,Unknown
379,2019,179,4.9,"Earth, Wind & Fire",76.08,2943,64736,223855,15.0,22.0,Creative Artists Agency,R&B/Soul
380,2019,180,4.9,Odesza,60.39,13543,81256,817850,4.0,6.0,Paradigm Talent Agency,Unknown
381,2019,181,4.9,Ozuna,105.16,11654,46615,1225545,4.0,4.0,Saavedra Booking,Unknown
382,2019,182,4.8,Camila / Sin Bandera,59.5,5389,80828,320596,15.0,15.0,APA,Unknown
383,2019,183,4.8,Nine Inch Mails,88.79,4124,53611,366165,4.0,13.0,WME,Unknown
384,2019,184,4.7,Kevin Hart,80.27,9831,58986,789111,5.0,6.0,WME,Comedy
385,2019,185,4.7,Michael Franti & Spearhead,55.09,2040,85690,112402,35.0,42.0,WME,Unknown
386,2019,186,4.7,John Legend,108.61,3582,42981,389018,10.0,12.0,WME,R&B/Soul
387,2019,187,4.6,Snoop Dogg,60.02,5937,77186,356366,13.0,13.0,Universal Attractions Agency,Hip-Hop/Rap
388,2019,188,4.6,Jo Koy,50.12,1965,92356,98491,33.0,47.0,Creative Artists Agency,Unknown
389,2019,189,4.6,$uicideboy$,50.16,3817,91615,191468,24.0,24.0,Paradigm Talent Agency,Unknown
390,2019,190,4.6,Los Angeles Azules,48.65,5234,94209,254609,18.0,18.0,M&M Group,Unknown
391,2019,191,4.5,Young The Giant / Fib & The Tantrums,38.89,4322,116686,168062,27.0,27.0,Paradigm Talent Agency / WME,Unknown
392,2019,192,4.5,Lindsey Stirling,52.55,3186,86021,167420,27.0,27.0,WME,Unknown
393,2019,193,4.4,Straight No Chaser,51.57,2048,86004,105591,35.0,42.0,ICM Partners,Unknown
394,2019,194,4.4,Five Finger Death Punch/Breaking Benjamin,59.0,6174,74091,364280,12.0,12.0,AGI / CAA,Unknown
395,2019,195,4.3,Robyn,72.07,4638,60290,334230,12.0,13.0,Pinnacle Entertainment,Pop
396,2019,196,4.3,Rob Thomas,75.05,2199,57180,165057,23.0,26.0,Creative Artists Agency,Rock
397,2019,197,4.3,Tom Segura,42.96,2081,99873,89376,31.0,48.0,WME,Unknown
398,2019,198,4.3,Got7,112.34,6337,38023,711890,6.0,6.0,JYP Entertainment,Unknown
399,2019,199,4.2,Weird Al Yankovic,54.09,3377,77669,182658,21.0,23.0,WME,Unknown
400,2019,200,4.2,Gary Clark Jr.,50.66,3173,82494,160749,19.0,26.0,WME,Unknown
401,2018,1,277.3,Taylor Swift,124.99,"80,322","2,168,706","10,271,531",27.0,40.0,Messina Touring Group,Pop
402,2018,2,166.4,Jay-Z / Beyoncé,128.23,"54,085","1,298,038","6,935,409",24.0,30.0,Live Nation,Unknown
403,2018,3,166.0,Eagles,172.13,"21,428","964,245","3,688,308",45.0,53.0,Creative Artists Agency,Rock
404,2018,4,114.4,Kenny Chesney,88.15,"32,443","1,297,731","2,860,007",40.0,42.0,Dale Morris & Associates,Country
405,2018,5,110.0,Justin Timberlake,138.87,"19,795","791,780","2,748,832",40.0,50.0,WME,Pop
406,2018,6,105.0,Ed Sheeran,92.42,"54,119","1,136,497","5,001,537",21.0,24.0,Paradigm Talent Agency,Singer/Songwriter
407,2018,7,97.8,Journey / Def Leppard,97.79,"17,246","1,000,272","1,686,460",58.0,60.0,CAA / Artist Group International,Unknown
408,2018,8,95.3,Pink,138.46,"18,120","688,558","2,508,798",38.0,46.0,Marshall Arts,Unknown
409,2018,9,88.3,“Springsteen On Broadway”,508.93,"4,231","173,461","2,153,146",41.0,183.0,Thrill Hill Productions,Unknown
410,2018,10,79.0,Drake,116.46,"35,706","678,410","4,158,145",19.0,43.0,WME,Hip-Hop/Rap
411,2018,11,73.3,Luke Bryan,73.66,"19,893","994,648","1,465,269",50.0,51.0,WME,Contemporary Country
412,2018,12,61.5,U2,140.39,"25,768","438,059","3,617,680",17.0,27.0,Live Nation Global Touring,Rock
413,2018,13,60.6,Bruno Mars,133.41,"26,730","454,415","3,566,036",17.0,31.0,WME,Pop/Rock
414,2018,14,59.4,Luis Miguel,110.28,"11,976","538,901","1,320,654",45.0,64.0,WME,World/International
415,2018,15,58.7,Billy Joel,120.94,"23,121","485,533","2,796,155",21.0,21.0,Artist Group International,Rock
416,2018,16,53.7,Trans-Siberian Orchestra,58.04,"16,234","925,345","942,297",57.0,94.0,WME,Rock
417,2018,17,48.5,Kevin Hart,73.48,"11,185","659,908","821,856",59.0,62.0,WME,Comedy
418,2018,18,47.7,Dave Matthews Band,66.53,"19,365","716,489","1,288,333",37.0,46.0,Paradigm Talent Agency,Unknown
419,2018,19,46.3,Dead & Company,76.82,"20,801","603,225","1,597,977",29.0,34.0,WME,Unknown
420,2018,20,45.6,Shania Twain,85.8,"12,642","530,979","1,084,719",42.0,46.0,Creative Artists Agency,Country
421,2018,21,42.9,Foo Fighters,75.62,"18,894","566,814","1,428,743",30.0,33.0,WME,Rock
422,2018,22,40.3,Cirque du Soleil - “Lúzia”,88.3,"13,438","456,875","1,186,511",34.0,279.0,Cirque du Soleil Entertainment Group,Unknown
423,2018,23,39.0,Keith Urban,64.17,"10,477","607,650","672,284",58.0,62.0,Creative Artists Agency,Country
424,2018,24,38.9,Phish,67.4,"36,101","577,620","2,433,347",16.0,38.0,Paradigm Talent Agency,Unknown
425,2018,25,38.7,Cirque du Soleil - “Crystal”,58.84,"19,348","657,831","1,138,449",34.0,249.0,Cirque du Soleil Entertainment Group,Unknown
426,2018,26,38.1,Imagine Dragons,58.11,"17,234","654,905","1,001,485",38.0,41.0,Paradigm Talent Agency,Alternative
427,2018,27,38.0,Phil Collins,144.35,"13,848","263,105","1,998,946",19.0,20.0,Solo Agency,Unknown
428,2018,28,36.6,Romeo Santos,93.44,"11,513","391,457","1,075,829",34.0,38.0,Johnny Marines Enterprises,Latin
429,2018,29,35.3,Sam Smith,75.09,"12,039","469,522","903,966",39.0,41.0,WME,Unknown
430,2018,30,34.0,Fleetwood Mac,129.48,"12,492","262,333","1,617,438",21.0,20.0,Creative Artists Agency,Rock
431,2018,31,33.7,Elton John,136.16,"20,663","247,960","2,813,597",12.0,38.0,The Howard Rose Agency,Pop/Rock
432,2018,32,33.7,Jason Aldean,53.91,"17,884","625,929","964,086",35.0,41.0,WME,Country
433,2018,33,33.7,Jennifer Lopez,195.79,"3,830","172,332","749,787",1.0,21.0,Creative Artists Agency,Pop
434,2018,34,33.2,Andrea Bocelli,173.0,"14,762","191,911","2,553,874",13.0,17.0,Klassics Music Management Limited,World/International
435,2018,35,32.8,Chris Stapleton,59.87,"14,408","547,497","862,665",38.0,35.0,WME,Country
436,2018,36,31.9,Zac Brown Band,57.76,"26,318","552,674","1,520,203",21.0,45.0,Creative Artists Agency,Country
437,2018,37,31.6,Bon Jovi,102.16,"14,717","309,048","1,503,501",21.0,14.0,Creative Artists Agency,Rock & Roll
438,2018,38,31.3,Maroon 5,100.12,"13,597","312,720","1,361,349",23.0,39.0,WME,Pop/Rock
439,2018,39,30.8,Harry Styles,76.78,"18,228","401,010","1,399,446",22.0,25.0,Creative Artists Agency,Unknown
440,2018,40,30.4,Kid Rock,72.63,"12,295","418,013","892,894",34.0,36.0,Creative Artists Agency,Rock
441,2018,41,27.5,Paul Simon,98.07,"13,329","279,919","1,307,250",21.0,24.0,Creative Artists Agency,Unknown
442,2018,42,27.2,Lynyrd Skynyrd,51.16,"13,629","531,514","697,196",39.0,39.0,WME,Southern Rock
443,2018,43,26.7,Metallica,126.82,"16,197","210,556","2,054,032",13.0,13.0,Artist Group International,Metal
444,2018,44,25.8,Rod Stewart,83.58,"11,417","308,266","954,282",27.0,28.0,Artist Group International,Rock
445,2018,45,25.2,J. Cole,80.8,"9,178","312,068","741,576",34.0,34.0,ICM Partners,Hip-Hop/Rap
446,2018,46,25.1,Cirque du Soleil - “Volta”,82.78,"12,110","302,756","1,002,483",25.0,191.0,Cirque du Soleil Entertainment Group,Unknown
447,2018,47,25.0,Shakira,113.3,"12,976","220,588","1,470,137",17.0,18.0,Creative Artists Agency,World/International
448,2018,48,24.6,Katy Perry,88.35,"13,927","278,535","1,230,429",20.0,23.0,Creative Artists Agency,Pop
449,2018,49,24.6,Steve Martin / Martin Short,112.25,"3,368","218,895","378,021",65.0,71.0,WME,Unknown
450,2018,50,24.2,Jay-Z,103.07,"15,673","235,097","1,615,352",15.0,17.0,Live Nation,Unknown
451,2018,51,23.8,Pearl Jam,89.35,"66,550","266,198","5,946,451",4.0,7.0,WME,Rock
452,2018,52,22.3,Panic! At The Disco,59.64,"12,871","373,257","767,592",29.0,29.0,Creative Artists Agency,Unknown
453,2018,53,21.8,Cirque du Soleil - “Corteo”,63.48,"14,320","343,683","908,976",24.0,156.0,Cirque du Soleil Entertainment Group,Unknown
454,2018,54,21.6,Ozuna,75.55,"11,032","286,824","833,484",26.0,27.0,Saavedra Booking,Unknown
455,2018,55,21.5,Sebastian Maniscalco,80.78,"6,656","266,244","537,671",40.0,82.0,United Talent Agency,Unknown
456,2018,56,21.3,Tim McGraw / Faith Hill,77.8,"10,146","273,952","789,394",27.0,28.0,Creative Artists Agency,Unknown
457,2018,57,21.8,James Taylor,90.17,"9,825","235,807","885,958",24.0,25.0,Creative Artists Agency,Rock
458,2018,58,21.1,The Smashing Pumpkins,79.41,"7,377","265,584","585,801",36.0,38.0,Artist Group International,Alternative
459,2018,59,21.0,Jeff Dunham,49.58,"6,403","422,614","317,503",66.0,68.0,United Talent Agency,Unknown
460,2018,60,20.9,Post Malone,59.99,"12,423","347,851","745,280",28.0,30.0,United Talent Agency,Unknown
461,2018,61,20.5,Bad Bunny,69.7,"7,529","293,623","524,783",39.0,43.0,Cardenas Marketing Network,Unknown
462,2018,62,19.9,Thomas Rhett,66.11,"9,704","300,839","641,574",31.0,32.0,WME,Contemporary Country
463,2018,63,19.8,Jerry Seinfeld,100.61,"3,576","196,706","359,829",55.0,73.0,ICM Partners,Unknown
464,2018,64,19.4,“Vans Warped Tour”,35.77,"14,287","542,908","511,062",38.0,38.0,Creative Artists Agency,Unknown
465,2018,65,19.0,The Killers,57.53,"13,227","330,675","760,923",25.0,27.0,WME,Rock
466,2018,66,18.9,“The Illusionists”,59.8,"4,216","316,209","252,121",75.0,189.0,WME,Unknown
467,2018,67,18.8,Steely Dan / Doobie Brothers,61.9,"8,004","304,170","495,473",38.0,38.0,Creative Artists Agency,Unknown
468,2018,68,18.6,Depeche Mode,76.71,"24,257","242,565","1,860,796",10.0,11.0,WME,Alternative
469,2018,69,18.2,Lady Gaga,118.29,"14,012","154,134","1,657,461",11.0,11.0,Creative Artists Agency,Pop
470,2018,70,18.0,David Byrne,73.07,"3,371","246,055","246,288",73.0,81.0,WME,Unknown
471,2018,71,17.8,Demi Lovato,75.13,"11,863","237,269","891,244",20.0,20.0,Creative Artists Agency,Pop
472,2018,72,17.3,Jimmy Buffett,97.1,"13,714","178,283","1,331,633",13.0,13.0,The Howard Rose Agency,Classic Rock
473,2018,73,17.0,George Strait,141.45,"30,129","120,516","4,261,825",4.0,7.0,The Erv Woolsey Agency,Country
474,2018,74,16.8,Pentatonix,39.48,"8,970","403,828","354,153",46.0,54.0,Creative Artists Agency,Pop
475,2018,75,16.6,Maluma,85.17,"9,264","194,552","789,080",21.0,22.0,Creative Artists Agency,Rock
476,2018,76,16.6,Jeff Lynne’s ELO,115.57,"15,928","143,348","1,840,710",9.0,11.0,Creative Artists Agency,Unknown
477,2018,77,16.3,Jim Gaffigan,55.52,"5,335","293,443","296,236",55.0,71.0,United Talent Agency,Unknown
478,2018,78,16.2,Ozzy Osbourne,61.33,"15,494","263,398","950,324",17.0,17.0,Creative Artists Agency,Rock
479,2018,79,16.1,Willie Nelson,66.81,"5,123","240,767","342,229",47.0,50.0,Creative Artists Agency,Country
480,2018,80,15.8,“Marvel Universe Live!”,37.43,"30,106","421,485","1,126,771",14.0,95.0,Feld Entertainment,Unknown
481,2018,81,15.6,Five Finger Death Punch / Breaking Benjamin,36.97,"11,413","422,268","421,980",37.0,37.0,WME,Unknown
482,2018,82,15.5,Lana Del Rey,75.02,"8,960","206,075","672,153",23.0,23.0,Creative Artists Agency,Alternative
483,2018,83,14.8,Chris Brown,43.9,"14,027","336,646","615,820",24.0,24.0,Chris Brown Entertainment,Pop
484,2018,84,14.4,Backstreet Boys,138.37,"3,460","103,813","478,834",1.0,30.0,WME,Pop
485,2018,85,14.2,Gloria Trevi / Alejandra Guzman,62.74,"9,070","226,756","569,049",25.0,28.0,The Sixth House,Unknown
486,2018,86,14.1,Britney Spears,219.82,"8,018","64,140","1,762,406",8.0,17.0,Creative Artists Agency,Pop
487,2018,87,14.0,Miranda Lambert,58.47,"9,972","239,327","583,099",24.0,24.0,WME,Country
488,2018,88,14.0,Blake Shelton,78.17,"12,758","178,612","997,285",14.0,14.0,Messina Touring Group,Country
489,2018,89,13.7,Radiohead,80.52,"21,291","170,328","1,714,338",8.0,13.0,Creative Artists Agency,Rock
490,2018,90,13.6,Banda Sinaloense MS de Sergio Lizarraga,76.03,"9,959","179,260","757,202",18.0,22.0,Banda MS,Unknown
491,2018,91,13.2,Niall Horan,48.6,"7,329","271,177","356,182",37.0,40.0,Creative Artists Agency,Unknown
492,2018,92,13.1,“Paw Patrol Live!”,44.49,"8,685","295,303","386,398",34.0,139.0,VStar Entertainment Group,Unknown
493,2018,93,13.1,“TDE: The Championship Tour” / Kendrick Lamar,65.76,"14,249","199,480","936,985",14.0,15.0,WME,Unknown
494,2018,94,12.9,Godsmack / Shinedown,37.65,"9,803","343,090","369,057",35.0,35.0,WME,Unknown
495,2018,95,12.8,The Tenderloins,59.21,"5,697","216,497","337,316",38.0,50.0,United Talent Agency,Unknown
496,2018,96,12.6,Timbiriche,71.29,"8,426","176,947","600,673",21.0,27.0,Seitrack US,Unknown
497,2018,97,12.6,Katt Williams,71.13,"7,373","176,941","524,404",24.0,27.0,ICM Partners,Unknown
498,2018,98,12.6,Gabriel Iglesias,60.24,"4,093","208,768","246,609",51.0,70.0,Creative Artists Agency,Unknown
499,2018,99,12.5,“Lit AF Tour” / Martin Lawrence,63.85,"10,341","196,477","660,315",19.0,20.0,ICM Partners,Unknown
500,2018,100,12.4,Cirque Du Soleil “Sep7imo Dia”,397.96,"5,212","31,271","2,074,124",6.0,42.0,Cirque du Soleil Entertainment Group,Unknown
501,2018,101,12.1,Kesha / Macklemore,36.21,"11,178",,"404,738",,,,Unknown
502,2018,102,12.1,Marco Antonio Solis,79.81,"8,890",,"709,487",,,,Unknown
503,2018,103,11.9,Cher,160.04,"6,774",,"1,084,138",,,,Pop
504,2018,104,11.7,Chicago,49.28,"6,078",,"299,536",,,,Pop/Rock
505,2018,105,11.6,Miranda Lambert / Little Big Town,51.04,"13,398",,"683,848",,,,Unknown
